chromosome	start	end	cn	cn1	cn2
1	112775176	113001556	6	6	0
1	113001557	113033051	3	3	0
1	113033551	113097928	5	5	0
1	113098428	113113972	2		
1	113114472	113126750	1		
1	113127250	113140754	1	1	0
1	113143377	113161714	6	6	0
1	113161731	113209692	8	8	0
1	113210192	113241469	6	5	1
1	113242306	113265907	8	7	1
1	113266552	113633322	3	3	0
1	113633822	113638959	3	3	0
1	113641238	113666726	1	1	0
1	113666732	113879886	2		
1	113879886	114269201	3	3	0
1	114269701	114320481	8	8	0
1	114320981	114430211	6	6	0
1	114430711	114455671	7	7	0
1	114455671	114511328	6	6	0
1	114512592	114524233	7	7	0
1	114524238	114694358	3	3	0
1	114694858	114934921	3	3	0
1	114935421	115005228	5	5	0
1	115005728	115052448	3	3	0
1	115054241	115119302	0	0	0
1	115119802	115127351	2	2	0
1	115127499	115258078	6	6	0
1	115258578	115284362	8	5	3
1	115284862	115396951	3	3	0
1	115397451	115416549	3	3	0
1	115421431	115519625	0	0	0
1	115523951	115537629	8	8	0
1	115538531	115829470	3	3	0
1	115829970	115880828	2	2	0
1	115880831	116130664	1	1	0
1	116130664	116194295	2		
1	116194795	116385265	3	3	0
1	116385267	116534214	2	2	0
1	116534714	116666767	6	6	0
1	116666769	116787591	2	2	0
1	116787591	116937862	5	5	0
1	116939190	116948171	3	3	0
1	116948174	117236183	3	3	0
1	117236683	117303246	2	2	0
1	117303746	117632817	5	5	0
1	117632978	117653958	3	3	0
1	117653963	118820094	5	5	0
1	118820094	119076772	3		
1	119076772	119260113	1	1	0
1	119260113	119388452	2		
1	119388452	119683322	6	5	1
1	119683822	119929471	2	2	0
1	119929971	120057532	1	1	0
1	120058217	120161581	1	1	0
1	120162081	120377518	6	6	0
1	120378646	120436965	2	2	0
1	120436969	120458411	5		
1	120458411	120466720	7		
1	120467927	120610899	3	3	0
1	120611399	120839881	8	8	0
1	120841966	121167473	6	6	0
1	121167473	121298481	2		
1	121298981	121484934	1	1	0
1	142535934	142726414	0	0	0
1	142726914	143275230	1	1	0
1	143275230	143485495	2	2	0
1	143485495	143766834	3	3	0
1	143767334	144310251	10	10	0
1	144310251	144529071	3	3	0
1	144529071	144606519	3	3	0
1	144607019	144677373	1	1	0
1	144677873	144825862	2	2	0
1	144826125	145282039	6	6	0
1	145282539	145293164	3	3	0
1	145293424	145304708	1	1	0
1	145305806	145313843	2	2	0
1	145314106	145413463	6	6	0
1	145414633	145499125	9	9	0
1	145499130	145567884	6	6	0
1	145568310	145581402	3	3	0
1	145581439	145611289	3	3	0
1	145611789	145697819	3	3	0
1	145698077	146022213	6	6	0
1	146022713	146040779	7		
1	146040822	146077280	6	6	0
1	146077289	146147446	2		
1	146147446	146217758	3	3	0
1	146218021	146218141	0	0	0
1	146218182	146231155	0	0	0
1	146231571	146241866	3		
1	146242646	146315098	2	2	0
1	146316508	146419503	3	3	0
1	146420040	146427290	2		
1	146427959	146532329	1	1	0
1	146532329	146586785	1	1	0
1	146587285	146757188	3	3	0
1	146757868	146975019	2	2	0
1	146975019	147078750	7	7	0
1	147083373	147096703	7	7	0
1	147096703	147322241	6	6	0
1	147322241	147438370	2	2	0
1	147438870	147477764	6		
1	147478264	147581658	6		
1	147582434	147898396	5	5	0
1	147898396	148005713	2	2	0
1	148006175	148011037	0	0	0
1	148011768	148021766	0	0	0
1	148022870	148201447	0	0	0
1	148201947	148219143	2		
1	148219143	148252801	3	3	0
1	148252818	148330347	11	11	0
1	148334113	148338544	7		
1	148340162	148343858	1	1	0
1	148344582	148568266	0	0	0
1	148568766	148579030	3		
1	148579530	148591272	6	6	0
1	148592047	148741114	7	7	0
1	148741614	148751860	7	7	0
1	148752770	149169370	2	2	0
1	149169370	149290531	6	6	0
1	149290719	149552493	8	8	0
1	149552993	149902984	6	6	0
1	149903036	149921195	8	8	0
1	149921457	150192512	6	6	0
1	150192576	150248252	7	7	0
1	150248702	150258309	5	5	0
1	150258809	150307473	2	2	0
1	150307478	150444722	3	3	0
1	150444725	150471221	3	3	0
1	150471338	150485063	6	6	0
1	150485091	150598359	8	8	0
1	150598872	150689921	6	6	0
1	150690421	150726994	3	3	0
1	150727494	150776041	3	3	0
1	150776541	150788185	8	8	0
1	150788685	150915471	5	5	0
1	150916373	150931110	3		
1	150931610	150972906	3	3	0
1	150972923	150991204	8	8	0
1	150991704	151018804	5	5	0
1	151019002	151033044	9	9	0
1	151033544	151042576	3	3	0
1	151043076	151060828	6		
1	151060852	151092461	0	0	0
1	151092961	151095624	1	1	0
1	151096954	151110381	6	6	0
1	151110421	151133475	7	7	0
1	151134085	151199918	5	5	0
1	151200418	151239199	2	2	0
1	151239349	151261140	3	3	0
1	151261566	151318526	7	7	0
1	151318597	151750574	3	3	0
1	151751074	151783275	9	9	0
1	151783775	151846350	6	6	0
1	151846410	151900829	2	2	0
1	151900829	151965113	2	2	0
1	151966431	152057044	8	8	0
1	152057048	152081250	3	3	0
1	152081255	152084322	3	3	0
1	152084751	152185513	1	1	0
1	152185549	152331395	0	0	0
1	152332366	152381197	3	3	0
1	152381697	152406408	2	2	0
1	152406408	152551359	3	3	0
1	152551859	152573394	7		
1	152573453	152595527	8		
1	152596027	152637166	2		
1	152637666	152659889	0	0	0
1	152660389	152671953	2		
1	152672453	152770640	6	6	0
1	152771138	152816444	2	2	0
1	152816944	152945052	3	2	1
1	152945552	153012974	2	2	0
1	153013115	153043255	6	4	2
1	153044054	153123424	7	7	0
1	153123924	153211970	3	3	0
1	153211970	153309733	3	3	0
1	153309738	153362790	3	2	1
1	153362873	153392118	3	3	0
1	153392208	153411660	1	1	0
1	153411665	153430564	3	3	0
1	153431222	153506501	2	2	0
1	153507001	153609229	8	8	0
1	153610527	153723800	3	3	0
1	153724719	153733347	3	3	0
1	153733350	153741470	3		
1	153742223	153782186	8	8	0
1	153782226	153915736	5	5	0
1	153916553	153950180	8	8	0
1	153950680	153963235	7	7	0
1	153963237	153997494	1	1	0
1	153997994	154000111	10		
1	154000611	154075960	2	2	0
1	154076460	154184806	3	3	0
1	154184818	154192437	3	2	1
1	154192595	154221153	0	0	0
1	154221653	154226507	7		
1	154226512	154304722	6	6	0
1	154305069	154320906	2	2	0
1	154320911	154461093	3	3	0
1	154461593	154517459	2	2	0
1	154517959	154579828	3	3	0
1	154580328	154794743	2	2	0
1	154795243	154908454	5	5	0
1	154908954	154960124	8	6	2
1	154960366	154975219	3		
1	154975290	154998244	8	7	1
1	154998744	155005338	3	2	1
1	155005606	155026053	2	2	0
1	155026351	155221856	6	5	1
1	155222356	155234630	7	5	2
1	155235655	155254678	6	5	1
1	155255045	155259985	3	2	1
1	155259987	155280086	6	6	0
1	155280586	155295876	7	7	0
1	155296288	155309193	3	2	1
1	155309693	155317741	1	1	0
1	155319165	155347537	1	1	0
1	155348037	155385735	3		
1	155386235	155560782	6	6	0
1	155561282	155686973	2	2	0
1	155687473	155718648	1	1	0
1	155719121	155726888	3	3	0
1	155726893	155727915	7		
1	155728415	155873609	2	2	0
1	155874109	155936707	5	4	1
1	155937207	155980959	7	7	0
1	155981459	156044453	3	3	0
1	156044457	156104336	8	8	0
1	156104472	156130823	6	6	0
1	156131118	156163915	2	2	0
1	156163920	156205516	3	2	1
1	156206016	156212484	2	2	0
1	156212501	156232507	3	3	0
1	156233007	156241351	3	3	0
1	156241851	156267943	5	5	0
1	156268443	156281066	1	1	0
1	156281816	156303493	0	0	0
1	156304485	156309716	6		
1	156310216	156377727	3	3	0
1	156378227	156433004	8		
1	156433504	156504530	6	6	0
1	156504806	156513978	2	2	0
1	156514117	156566275	5	5	0
1	156567487	156617958	2	2	0
1	156618381	156706726	6	6	0
1	156707011	156721561	8	8	0
1	156721844	156752142	7	5	2
1	156752642	156770626	1	1	0
1	156771126	156821971	3	3	0
1	156822471	156838010	3	3	0
1	156838324	156844880	1	1	0
1	156845340	156849220	2	2	0
1	156849678	156911336	6	6	0
1	156911670	156918103	2	2	0
1	156918107	157105553	6	6	0
1	157105973	157411519	2	2	0
1	157411519	157490327	6	5	1
1	157490846	157497740	1	1	0
1	157498240	157504408	2	2	0
1	157504465	157514280	0	0	0
1	157514618	157666155	6	6	0
1	157666175	157773934	2	2	0
1	157774434	158065616	3	3	0
1	158065616	158152364	8	8	0
1	158152565	158325758	3	3	0
1	158325837	158436447	2	2	0
1	158436947	158588047	3	3	0
1	158588985	158653114	7	7	0
1	158653119	158813967	6	6	0
1	158815336	158914790	2	2	0
1	158915290	158990268	3	3	0
1	158990768	159176156	7	7	0
1	159176160	159275658	3	3	0
1	159275683	159558334	2	2	0
1	159558339	159796773	3	3	0
1	159796786	159893441	7	7	0
1	159893444	159901873	6	6	0
1	159902297	159920773	8	8	0
1	159921273	160093997	3	3	0
1	160094108	160111938	2	2	0
1	160111941	160171414	3	3	0
1	160171416	160188842	9	9	0
1	160192463	160213142	3	3	0
1	160213642	160247790	3	3	0
1	160247809	160293399	6	6	0
1	160295284	160389352	7	7	0
1	160390216	160563610	6	6	0
1	160563610	160603766	7	7	0
1	160604266	160848605	6	6	0
1	160849105	160965229	2	2	0
1	160965533	161010287	3	3	0
1	161010382	161019519	8	8	0
1	161020019	161088056	6	6	0
1	161088245	161176387	7	7	0
1	161176887	161187124	3	3	0
1	161187624	161197885	8	8	0
1	161197927	161201285	6	6	0
1	161202510	161208248	1	1	0
1	161208254	161274032	3	3	0
1	161274532	161283475	9	9	0
1	161283975	161475376	3	3	0
1	161475626	161511841	2	2	0
1	161511976	161558316	7	7	0
1	161559315	161578096	1	1	0
1	161578596	161598995	3	3	0
1	161599495	161645237	9	9	0
1	161647033	161788923	3	3	0
1	161789423	161905207	7	7	0
1	161905207	162346748	3	3	0
1	162347248	162355645	7	6	1
1	162355645	162371910	7	7	0
1	162372410	162382017	0	0	0
1	162382517	162482411	1	1	0
1	162482455	162494665	2		
1	162494814	162768894	5	5	0
1	162769487	162848886	2	2	0
1	162848886	163317051	6	6	0
1	163317551	163763112	2	2	0
1	163763112	164145524	3		
1	164145524	164418675	1	1	0
1	164418675	164947402	6	6	0
1	164947402	165151950	2	2	0
1	165151950	165218842	5	5	0
1	165218845	165325043	2	2	0
1	165325315	165721431	6	6	0
1	165721931	166209175	2	2	0
1	166209175	166335968	0	0	0
1	166335968	166790364	2	2	0
1	166790364	167515498	6	6	0
1	167517190	167654962	8	7	1
1	167655462	167803384	5	5	0
1	167803639	167830252	3	3	0
1	167830752	168060028	3	3	0
1	168060528	168104376	2		
1	168105243	168212383	6	5	1
1	168212883	168216036	2	2	0
1	168216177	168277445	2	2	0
1	168277945	168344243	2	2	0
1	168344743	168824205	6	6	0
1	168824205	168985043	1	1	0
1	168985043	169079329	8	5	3
1	169079829	169137461	7	7	0
1	169138265	169387748	6	6	0
1	169388248	169414965	3	2	1
1	169414965	169524610	6	6	0
1	169525834	169560781	7	7	0
1	169562799	169774587	6	6	0
1	169775087	169795201	3		
1	169796163	169818776	1	1	0
1	169819403	169825146	3		
1	169825646	169985731	3	3	0
1	169986231	170016015	8		
1	170016515	171288408	6	6	0
1	171288908	171365113	2	2	0
1	171365113	171561696	3	3	0
1	171562196	171673384	2	2	0
1	171675191	172416960	3	3	0
1	172417460	172525154	7	6	1
1	172526425	173720401	5	5	0
1	173720901	173779780	2	2	0
1	173780280	173807453	6	6	0
1	173808516	173821955	1		
1	173822455	173902595	6	6	0
1	173902599	173915057	7	7	0
1	173915557	174011385	3	3	0
1	174011385	174245104	3	3	0
1	174247722	174416639	3	3	0
1	174417139	174516527	3	3	0
1	174517027	174668160	1		
1	174668660	174688246	3	3	0
1	174688246	174952131	6	6	0
1	174952631	174976067	7	7	0
1	174976325	175037112	5	5	0
1	175037612	175063541	2	2	0
1	175064041	175115408	6	6	0
1	175115908	175146868	7	7	0
1	175147368	175977737	5	5	0
1	175977737	176103126	3	3	0
1	176103958	176660315	3	3	0
1	176661171	176734962	2	2	0
1	176735462	176851406	6	5	1
1	176851906	176905448	2	2	0
1	176905948	177377636	3	3	0
1	177377636	177826029	3	2	1
1	177826029	178483281	6	6	0
1	178483282	178790885	2	2	0
1	178791385	178924663	3	3	0
1	178924663	179033732	2	2	0
1	179035918	179363150	6	6	0
1	179364219	179478640	2	2	0
1	179479140	179523929	3	3	0
1	179524429	179562029	2	2	0
1	179562046	179623523	3	3	0
1	179624023	179813978	2	2	0
1	179814996	180199502	3	3	0
1	180199503	180249339	7	6	1
1	180249839	180382600	3	2	1
1	180383100	180564030	2	2	0
1	180564030	180853415	3	2	1
1	180853420	180905810	3	3	0
1	180906310	181708372	3	3	0
1	181708377	181735989	3	3	0
1	181740352	181759033	6	6	0
1	181759533	181776014	7	7	0
1	181776017	181935522	6	6	0
1	181935522	182119993	2	2	0
1	182119993	182314933	6	6	0
1	182314933	182357766	7	7	0
1	182357771	182402518	6	6	0
1	182402518	182457529	2	2	0
1	182458176	182567297	3	3	0
1	182567797	182638956	8	8	0
1	182640525	182758314	3		
1	182759498	182777627	2	2	0
1	182778127	182823391	3	3	0
1	182823891	182852583	2	2	0
1	182852733	183084829	3	3	0
1	183085624	183104361	2	2	0
1	183105388	183203685	6	6	0
1	183204459	183216829	7	7	0
1	183217329	183775720	6	6	0
1	183776220	183871819	7	7	0
1	183873961	184594368	3	3	0
1	184594368	184670105	7	7	0
1	184670605	184862617	3	3	0
1	184863117	185056851	2	2	0
1	185057351	185106069	3	3	0
1	185106569	185148889	8	8	0
1	185149389	185159795	8		
1	185160295	185244989	1		
1	185245489	185917302	6		
1	185917302	185933052	9		
1	185934874	185956767	0	0	0
1	185958529	185964244	8	8	0
1	185966456	186113347	6	6	0
1	186113348	186115233	1	1	0
1	186115733	186151487	1		
1	186151987	186195324	2	1	1
1	186195324	186278278	6	6	0
1	186278917	186305836	7	7	0
1	186306137	186336426	3	3	0
1	186336926	186360925	7	7	0
1	186361425	186412196	3	3	0
1	186412696	186553064	2	2	0
1	186553064	187647778	3	3	0
1	187647778	188102380	2	2	0
1	188102380	189738948	0	0	0
1	189738948	190129952	2	2	0
1	190130452	190250182	3	3	0
1	190250682	190327775	3		
1	190327775	191077222	0	0	0
1	191077222	191457332	3	3	0
1	191457332	191674537	3		
1	191674537	192127049	3		
1	192127549	193050658	3	3	0
1	193051267	193090913	8	8	0
1	193090918	193893765	3	3	0
1	193893765	194600259	2	2	0
1	194600259	195397329	1		
1	195397329	195650942	3		
1	195650942	195886440	0	0	0
1	195886440	195995131	3		
1	195995131	196242730	5	5	0
1	196243230	196254267	2	1	1
1	196254767	196300442	0	0	0
1	196303040	196326810	6	6	0
1	196326810	196654418	6	6	0
1	196654918	196709938	3	3	0
1	196711012	196748352	2	2	0
1	196748431	196799878	9	9	0
1	196800981	196857461	3	3	0
1	196857961	196874491	7	7	0
1	196875833	196928399	1	1	0
1	196928899	196971661	2	2	0
1	196971665	197021913	1	1	0
1	197024843	197030167	3	3	0
1	197030896	197298190	6	6	0
1	197298690	197398911	2	2	0
1	197399411	197886497	5	5	0
1	197886502	198015365	8	8	0
1	198015365	199102389	5	5	0
1	199102389	199795532	3	3	0
1	199795532	200045290	3	3	0
1	200045290	200090126	1	1	0
1	200090626	200183405	1	1	0
1	200183905	200292985	3		
1	200292985	200776716	6	6	0
1	200777216	200800811	1		
1	200801311	200950198	3	3	0
1	200950698	200959419	3	3	0
1	200959733	200969955	1	1	0
1	200971140	201019597	2	2	0
1	201019602	201052495	3	3	0
1	201053912	201083333	3	2	1
1	201083338	201175790	3	3	0
1	201175795	201183529	8	8	0
1	201183961	201194951	6	6	0
1	201194963	201285852	2	2	0
1	201286640	201350817	6	6	0
1	201350820	201376859	7	7	0
1	201377165	201617581	6	6	0
1	201617883	201758953	8	8	0
1	201759626	201924860	3	3	0
1	201926352	201939771	3	3	0
1	201940271	201966857	1	1	0
1	201967357	201983156	2	2	0
1	201984292	202172264	6	6	0
1	202172764	202197164	2	2	0
1	202197664	202310454	3	3	0
1	202310954	202400800	2	2	0
1	202401300	202544240	6	6	0
1	202544740	202564131	7	5	2
1	202564134	202609929	3	3	0
1	202609929	202714442	3	3	0
1	202714942	202830018	3	3	0
1	202830518	202887355	2	2	0
1	202887429	203036941	3	3	0
1	203037429	203052611	2	2	0
1	203052612	203194723	3	3	0
1	203194730	203356354	8	8	0
1	203356354	203517378	6	6	0
1	203517378	203667525	8	8	0
1	203668516	203673066	5		
1	203673566	203678721	1		
1	203679915	203690408	1	1	0
1	203690409	203697527	2		
1	203698669	203769127	3	3	0
1	203769127	203798926	2	2	0
1	203799322	203932075	1	1	0
1	203932075	204010365	2	2	0
1	204010865	204294805	3	3	0
1	204294805	204425308	7	7	0
1	204426134	204512075	6	6	0
1	204513660	204520148	2	2	0
1	204520453	204526229	1	1	0
1	204526231	204566680	3	2	1
1	204566680	204945452	3	3	0
1	204945537	204969708	2	2	0
1	204970208	205056319	3	3	0
1	205056702	205085199	1	1	0
1	205085233	205117526	6	6	0
1	205118026	205157085	1	1	0
1	205157585	205474039	3	3	0
1	205474539	205578363	3	3	0
1	205578364	206114297	3	3	0
1	206114297	206189030	8		
1	206189030	206626729	6	6	0
1	206627393	206644615	7	7	0
1	206645115	206811162	6	6	0
1	206811662	207038221	7	7	0
1	207038721	207287638	6	6	0
1	207288077	207300308	2	2	0
1	207304894	207317499	0	0	0
1	207317932	207389015	1	1	0
1	207389015	207494342	7		
1	207494842	207512835	8	7	1
1	207513822	207520583	6		
1	207520884	207523449	1		
1	207523949	207642662	1	1	0
1	207642960	207651390	3	3	0
1	207652451	207718995	3	3	0
1	207720676	207725408	3		
1	207726103	207748993	1	1	0
1	207749493	207754028	1	1	0
1	207755161	207793478	6	6	0
1	207795258	207974562	2	2	0
1	207975062	208008805	7		
1	208008805	208121871	8	8	0
1	208121871	208212350	5	5	0
1	208213057	208223770	2	2	0
1	208224270	208672779	5	5	0
1	208672779	209309533	3	3	0
1	209309533	209849780	3	3	0
1	209850280	209973941	8	8	0
1	209974441	210997117	3	3	0
1	210997117	211256342	2	2	0
1	211256842	211534130	3	3	0
1	211534354	211664604	2	2	0
1	211665104	211848730	3	3	0
1	211849230	211920577	3	3	0
1	211920577	212156169	3	2	1
1	212156669	212219936	8	8	0
1	212220436	212519277	3	3	0
1	212520560	212530197	2	2	0
1	212530285	212552656	3	3	0
1	212553156	212615999	2	2	0
1	212616499	212967440	6	6	0
1	212967940	212988554	1	1	0
1	212988580	213045487	6	6	0
1	213045987	213058101	2	2	0
1	213058601	213072668	0	0	0
1	213073168	213125225	7	7	0
1	213125725	213184677	3	3	0
1	213186430	213303209	2	2	0
1	213303709	213466884	3	3	0
1	213466884	213886848	3		
1	213886848	214490886	6	6	0
1	214491386	214502934	2	2	0
1	214503434	214510510	1	1	0
1	214511010	214545386	2	2	0
1	214545886	214638324	5	4	1
1	214638824	214792018	2	2	0
1	214792462	215792470	5	5	0
1	215792475	215847497	2	2	0
1	215847500	217173113	3	3	0
1	217173613	217250364	2	2	0
1	217250864	217419705	1		
1	217419705	217602026	3	3	0
1	217602026	217744131	3	3	0
1	217744131	217792606	9	8	1
1	217793106	217823901	3	2	1
1	217825090	218422246	2	2	0
1	218422246	218843575	6	6	0
1	218843575	219166965	2	2	0
1	219166965	219404445	6	6	0
1	219404445	220121948	2	2	0
1	220121948	220207009	5	5	0
1	220208202	220232325	3	2	1
1	220232973	220253213	1	1	0
1	220253713	220275687	2	1	1
1	220275688	220291322	3		
1	220291443	220331360	2	2	0
1	220332616	220345331	2	2	0
1	220345333	220375769	7	7	0
1	220379174	220607850	5	5	0
1	220607907	220792096	2	2	0
1	220792596	221202696	3	3	0
1	221202696	221274218	3		
1	221274218	221710392	5	5	0
1	221710392	221879920	7	7	0
1	221880420	222335245	3	3	0
1	222335245	222426380	6		
1	222426380	222695096	0	0	0
1	222695596	222713869	2	2	0
1	222715350	222802788	6	6	0
1	222802793	222826512	1	1	0
1	222826513	223155845	3	3	0
1	223156345	223179348	3	3	0
1	223179848	223394852	3	3	0
1	223394852	223482738	2	2	0
1	223482738	223712933	3	3	0
1	223713433	223722195	3	3	0
1	223722695	223803996	0	0	0
1	223804618	223807995	5	5	0
1	223808495	223942632	3	3	0
1	223943132	223961922	3	3	0
1	223962422	223990076	3	2	1
1	223990426	223998304	2		
1	223998804	224133440	1	1	0
1	224133940	224174030	2	2	0
1	224174030	224321280	6	6	0
1	224321780	224376748	2	2	0
1	224377248	224468923	3	3	0
1	224469423	224572369	2	2	0
1	224573306	224712953	6	6	0
1	224712953	224826379	1	1	0
1	224826379	224895365	1		
1	224895365	225194575	2	1	1
1	225195075	225266353	1	1	0
1	225266853	225305798	3	3	0
1	225305806	225418922	3	3	0
1	225419422	225438505	6		
1	225439920	225477074	0	0	0
1	225477574	225492111	2	2	0
1	225492611	225681592	5	5	0
1	225681592	225688730	1	1	0
1	225688735	226044439	3	3	0
1	226044536	226062165	2	2	0
1	226062665	226252268	3	3	0
1	226253215	226277659	1	1	0
1	226277659	226420147	6	6	0
1	226420148	226548892	2	2	0
1	226548958	226557455	3	3	0
1	226557955	226567285	3	3	0
1	226567290	226575763	0	0	0
1	226576263	226785149	2	2	0
1	226785649	226793085	7	7	0
1	226793087	226824797	8	8	0
1	226825297	227067862	5	4	1
1	227068362	227172032	2	2	0
1	227172199	227268018	3	3	0
1	227268518	227946020	2	2	0
1	227946520	228286139	1	1	0
1	228286144	228337743	2	2	0
1	228338243	228433180	1	1	0
1	228433241	228465576	0	0	0
1	228466279	228479934	0	0	0
1	228480189	228530154	0	0	0
1	228530654	228565050	1	1	0
1	228565195	228598928	3	3	0
1	228599428	228768425	1	1	0
1	228768425	228871760	2	2	0
1	228872260	228901682	3		
1	228901682	229216201	2	2	0
1	229216201	229421658	3	3	0
1	229422158	229569876	2	2	0
1	229570376	229601347	1	1	0
1	229602336	229623364	3	2	1
1	229623864	229654566	3	2	1
1	229655066	229666162	3	3	0
1	229667471	229711749	0	0	0
1	229711749	229734389	2	2	0
1	229734889	229750098	6	6	0
1	229750185	229768121	1	1	0
1	229768126	229868572	0	0	0
1	229868572	229994807	2		
1	229994807	230372205	3	3	0
1	230372220	230456842	2	2	0
1	230457342	230633997	1	1	0
1	230633997	230891172	2	2	0
1	230891672	230897807	3	3	0
1	230898307	230975081	2	2	0
1	230975085	231401119	5	5	0
1	231401120	231405865	3		
1	231406365	231432152	1	1	0
1	231432152	231470726	3	3	0
1	231470980	231503308	6	6	0
1	231503310	231747906	2	2	0
1	231748406	231858717	1	1	0
1	231858804	231930281	2	2	0
1	231930781	232337612	3	3	0
1	232337612	232540040	3	3	0
1	232540540	233149824	5	5	0
1	233150324	233231715	2	2	0
1	233232215	233508345	5	5	0
1	233508347	234451668	2	2	0
1	234452168	234509829	3	3	0
1	234509882	234555911	2		
1	234556411	235191711	3	3	0
1	235242711	235323033	2	2	0
1	235323533	235349768	3	3	0
1	235350268	235358757	6	6	0
1	235359257	235403112	0	0	0
1	235403612	235409894	0	0	0
1	235410394	235423439	9		
1	235423939	235504511	7	6	1
1	235505011	235543464	3	3	0
1	235543964	235582239	3		
1	235582739	235615809	1	1	0
1	235616309	235622130	1	1	0
1	235622630	235713615	6	4	2
1	235714115	235758106	1	1	0
1	235758606	235849669	1	1	0
1	235850169	235860607	2	2	0
1	235861107	236141500	5	5	0
1	236142268	236343382	2	2	0
1	236344084	236380067	3	3	0
1	236380069	236392971	9	9	0
1	236396021	236849248	3	3	0
1	236849871	236975913	2	2	0
1	236975921	237036545	5	5	0
1	237037045	237060460	2	2	0
1	237060822	237087636	3	3	0
1	237087636	237433676	2	2	0
1	237433713	237496310	3		
1	237496810	237729398	2	2	0
1	237729898	237780050	1	1	0
1	237780550	237798352	2	2	0
1	237801596	237811878	6	6	0
1	237813215	237822702	3	3	0
1	237823202	237851008	1	1	0
1	237851508	237869729	2	2	0
1	237870229	237955491	3	3	0
1	237955494	237981777	6	6	0
1	237982277	238013593	0	0	0
1	238013593	238048934	3	3	0
1	238049048	238308503	3	3	0
1	238308503	238489779	3		
1	238489779	238797947	1	1	0
1	238797947	239359901	2	2	0
1	239359901	239541176	3		
1	239541176	239860595	3	3	0
1	239860595	240643405	3	3	0
1	240643905	240656454	1	1	0
1	240656459	240848104	1	1	0
1	240848104	240939327	1	1	0
1	240939352	241032165	5	5	0
1	241033246	241661351	3	3	0
1	241663660	241760588	3	3	0
1	241761088	241795294	9	9	0
1	241795639	241824127	3	2	1
1	241824627	241846971	2	2	0
1	241847471	241932196	3	2	1
1	241932696	242044689	3	3	0
1	242045189	242158279	3	3	0
1	242158779	242428756	2	2	0
1	242429256	242511631	3	3	0
1	242512131	242612833	2		
1	242613333	242908458	1	1	0
1	242908458	243303383	2	2	0
